cx,cy,cz,A2,a,b,theta,R3,R4,E,E_i01,E_i02,E_ip1,E_ip2,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
0.3,1.3,13.5,-0.5,7.4,5.8,25.5,2.1,1.9,-5.465135192382149,-1.1586620745947585,-0.7155270626535639,-0.0319289637263864,-1.593042066670023,-0.0266227393876761,-1.7353399994317442,-0.0594346094876527,-0.3750401365687139,-2.1113490114803426,-0.288749981613364,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=0.3_cy=1.3_cz=13.5.log
0.4,1.1,13.4,-1.5,7.4,5.8,25.5,2.1,1.9,-4.992612632224336,-1.1348166945390403,0.1635767967673018,-0.0364897066028788,-1.530553365824744,-0.029790409724228,-1.4753098955843598,-0.0660473100142553,-0.3647150870529003,-2.1891602513496764,-0.3509983460535295,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.5_cx=0.4_cy=1.1_cz=13.4.log
0.4,1.2,13.4,-1.0,7.4,5.8,25.5,2.1,1.9,-5.207021503942087,-1.133299375185743,-0.1654844271251931,-0.0356400579912588,-1.534751407802105,-0.0285742953419685,-1.639083730406128,-0.0641177167999558,-0.373048419773113,-2.166182717774064,-0.335256002668757,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.0_cx=0.4_cy=1.2_cz=13.4.log
0.3,1.3,13.6,-0.5,7.4,5.8,25.5,2.1,1.9,-5.421333111589775,-1.190293598570861,-0.9012135467492044,-0.0300815742230042,-1.5544464366976172,-0.0249096369370818,-1.6550249942811206,-0.0560046398895792,-0.3491026381962001,-2.0676548627088778,-0.2705860770656727,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=0.3_cy=1.3_cz=13.6.log
0.4,1.1,13.5,-1.5,7.4,5.8,25.5,2.1,1.9,-5.163771632360295,-1.2298028831137344,-0.3306375290267169,-0.0344151584431529,-1.5033683776855469,-0.0277698275167495,-1.4000337958568707,-0.0622627972625196,-0.3407228697906248,-2.1699948409805074,-0.3277773385052569,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.5_cx=0.4_cy=1.1_cz=13.5.log
0.4,1.2,13.5,-1.0,7.4,5.8,25.5,2.1,1.9,-5.344305945676751,-1.223886718857102,-0.5654329457320273,-0.0336062980350106,-1.5184599932981655,-0.026679215254262,-1.5608646088512614,-0.0604530584532767,-0.3482479696394875,-2.157738315698225,-0.3134017118718475,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.0_cx=0.4_cy=1.2_cz=13.5.log
0.3,1.4,13.4,-0.5,7.4,5.8,25.5,2.1,1.9,-5.315054880629759,-1.1200702094938606,-0.461537369992584,-0.0327020561089739,-1.3620681858155876,-0.0274246970657259,-1.8768121289322155,-0.0613271797774359,-0.4095080059487372,-2.110140427190345,-0.2937719440087676,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=0.3_cy=1.4_cz=13.4.log
0.4,1.1,13.6,-1.5,7.4,5.8,25.5,2.1,1.9,-5.169766862876713,-1.2418209547176955,-0.6262323895934969,-0.0324523070594295,-1.4595844950526953,-0.0258684721775352,-1.32514047739096,-0.0586985404952429,-0.3182856222847476,-2.131220370531082,-0.3060127815697342,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.5_cx=0.4_cy=1.1_cz=13.6.log
0.3,1.4,13.5,-0.5,7.4,5.8,25.5,2.1,1.9,-5.429960746958386,-1.208473818260245,-0.7711984948255122,-0.0308408614946529,-1.3993171794572845,-0.0256927695591002,-1.8057052058866248,-0.0578087312751449,-0.3811683992971666,-2.094754509511404,-0.275614942132961,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=0.3_cy=1.4_cz=13.5.log
0.4,1.2,13.6,-1.0,7.4,5.8,25.5,2.1,1.9,-5.326980080630165,-1.2338415374979377,-0.7952057723887265,-0.0316842349711805,-1.480883439304307,-0.0248945768689736,-1.4818912203190848,-0.0569954782258719,-0.325033864704892,-2.127812363731209,-0.2929379832930863,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.0_cx=0.4_cy=1.2_cz=13.6.log
